# ASSET=BTC-USD,NAME=bitcoin,LEV2=2x bitcoin,LEV3=3x bitcoin
Date,Asset_Close,NDX_DailyReturn,RF_Annual_Pct,RF_Daily_Pct,NDX2L_DailyReturn,NDX3L_DailyReturn,NDX2L_Adj_DailyReturn,NDX3L_Adj_DailyReturn,NDX_Indexed,NDX2L,NDX3L,NDX2L_adj,NDX3L_adj
2015-01-05,274.474,3.8907,0.0303,8.3e-05,7.7814,11.6721,7.7732,11.6585,60.016091,31.382544,14.191695,31.097913,13.976672
2015-01-06,286.189,4.2682,0.0303,8.3e-05,8.5363,12.8045,8.5282,12.791,62.577675,34.06146,16.008869,33.749992,15.764421
2015-01-07,294.337,2.8471,0.0304,8.3e-05,5.6941,8.5412,5.686,8.5277,64.359308,36.00097,17.376221,35.66901,17.108761
2015-01-08,283.349,-3.7331,0.0304,8.3e-05,-7.4663,-11.1994,-7.4744,-11.213,61.956686,33.313038,15.430186,33.002951,15.190364
2015-01-09,290.408,2.4913,0.0305,8.4e-05,4.9825,7.4738,4.9744,7.4603,63.500195,34.972874,16.583409,34.644642,16.323607
2015-01-10,274.796,-5.3759,0.0305,8.4e-05,-10.7518,-16.1277,-10.7599,-16.1412,60.086497,31.212671,13.908894,30.916901,13.688782
2015-01-11,265.66,-3.3246,0.0306,8.4e-05,-6.6493,-9.9739,-6.6575,-9.9875,58.088836,29.137251,12.521631,28.858623,12.32162
2015-01-12,267.796,0.804,0.0307,8.4e-05,1.6081,2.4121,1.5999,2.3986,58.555887,29.605796,12.823664,29.32033,12.61716
2015-01-13,225.861,-15.6593,0.0307,8.4e-05,-31.3186,-46.9779,-31.3268,-46.9915,49.386441,20.33367,6.799373,20.135214,6.688172
2015-01-14,178.103,-21.1449,0.0308,8.4e-05,-42.2897,-63.4346,-42.2979,-63.4481,38.943746,11.734617,2.486219,11.618443,2.444652
2015-01-15,209.844,17.8217,0.0308,8.4e-05,35.6434,53.4651,35.6353,53.4516,45.884187,15.917236,3.815479,15.758705,3.751358
2015-01-16,208.097,-0.8325,0.0309,8.5e-05,-1.665,-2.4976,-1.6732,-2.5111,45.502192,15.652207,3.720185,15.495029,3.657158
2015-01-17,199.26,-4.2466,0.0309,8.5e-05,-8.4932,-12.7397,-8.5013,-12.7533,43.569905,14.32284,3.246243,14.177746,3.19075
2015-01-18,210.339,5.5601,0.031,8.5e-05,11.1202,16.6802,11.112,16.6667,45.992425,15.915562,3.787724,15.753175,3.722543
2015-01-19,214.861,2.1499,0.031,8.5e-05,4.2997,6.4496,4.2915,6.436,46.981197,16.599886,4.032016,16.42923,3.962127
2015-01-20,211.315,-1.6504,0.0311,8.5e-05,-3.3007,-4.9511,-3.3089,-4.9646,46.205835,16.051969,3.832387,15.885604,3.765421
2015-01-21,226.897,7.3738,0.0312,8.5e-05,14.7477,22.1215,14.7395,22.1079,49.612973,18.419257,4.680168,18.22706,4.597878
2015-01-22,233.406,2.8687,0.0312,8.5e-05,5.7374,8.6061,5.7292,8.5926,51.036223,19.476045,5.082948,19.271332,4.992954
2015-01-23,232.879,-0.2258,0.0313,8.6e-05,-0.4516,-0.6774,-0.4597,-0.6909,50.920988,19.388095,5.048518,19.182732,4.958457
2015-01-24,247.847,6.4274,0.0313,8.6e-05,12.8547,19.2821,12.8466,19.2686,54.19387,21.880386,6.021979,21.647057,5.913882
2015-01-25,253.718,2.3688,0.0314,8.6e-05,4.7376,7.1064,4.7294,7.0929,55.477615,22.916991,6.449925,22.67084,6.333345
2015-01-26,273.473,7.7862,0.0314,8.6e-05,15.5724,23.3586,15.5642,23.3451,59.797212,26.485716,7.956537,26.199382,7.811868
2015-01-27,263.475,-3.6559,0.0315,8.6e-05,-7.3119,-10.9678,-7.32,-10.9813,57.611067,24.549117,7.08388,24.281579,6.954021
2015-01-28,233.915,-11.2193,0.0315,8.6e-05,-22.4386,-33.6579,-22.4467,-33.6714,51.147517,19.040646,4.699598,18.831156,4.612505
2015-01-29,233.513,-0.1719,0.0316,8.7e-05,-0.3437,-0.5156,-0.3519,-0.5291,51.059618,18.975202,4.675369,18.764894,4.5881
2015-01-30,226.425,-3.0354,0.0316,8.7e-05,-6.0708,-9.1061,-6.0789,-9.1197,49.509767,17.823264,4.249624,17.624191,4.16968
2015-01-31,217.464,-3.9576,0.0317,8.7e-05,-7.9152,-11.8728,-7.9234,-11.8863,47.550367,16.412517,3.745074,16.227761,3.674057
2015-02-01,226.972,4.3722,0.0318,8.7e-05,8.7444,13.1166,8.7363,13.1031,49.629372,17.847698,4.236302,17.64546,4.155473
2015-02-02,238.229,4.9596,0.0318,8.7e-05,9.9193,14.8789,9.9111,14.8654,52.090812,19.618063,4.866619,19.394323,4.7732
2015-02-03,227.268,-4.601,0.0319,8.7e-05,-9.2021,-13.8031,-9.2102,-13.8166,49.694096,17.812795,4.194875,17.60806,4.113704
2015-02-04,226.853,-0.1826,0.0319,8.7e-05,-0.3652,-0.5478,-0.3734,-0.5614,49.603351,17.74774,4.171894,17.542314,4.090611
2015-02-05,217.111,-4.2944,0.032,8.8e-05,-8.5888,-12.8832,-8.597,-12.8968,47.473178,16.223418,3.634419,16.034202,3.563054
2015-02-06,222.266,2.3744,0.032,8.8e-05,4.7487,7.1231,4.7406,7.1096,48.600366,16.993825,3.893302,16.794314,3.816371
2015-02-07,227.754,2.4691,0.0321,8.8e-05,4.9382,7.4073,4.93,7.3938,49.800363,17.833017,4.181692,17.622282,4.098545
2015-02-08,223.412,-1.9064,0.0321,8.8e-05,-3.8129,-5.7193,-3.8211,-5.7329,48.850948,17.153065,3.942528,16.948925,3.863581
2015-02-09,220.11,-1.478,0.0322,8.8e-05,-2.956,-4.434,-2.9641,-4.4475,48.128937,16.646025,3.767718,16.446534,3.691748
2015-02-10,219.839,-0.1231,0.0322,8.8e-05,-0.2462,-0.3694,-0.2544,-0.3829,48.069682,16.605036,3.753801,16.404693,3.677612
2015-02-11,219.185,-0.2975,0.0323,8.8e-05,-0.595,-0.8925,-0.6032,-0.906,47.926677,16.506239,3.720299,16.305747,3.644292
2015-02-12,221.764,1.1766,0.0324,8.9e-05,2.3533,3.5299,2.3451,3.5164,48.4906,16.894675,3.851622,16.688133,3.772438
2015-02-13,235.427,6.1611,0.0324,8.9e-05,12.3221,18.4832,12.3139,18.4696,51.478131,18.976455,4.563524,18.743099,4.469193
2015-02-14,257.321,9.2997,0.0325,8.9e-05,18.5994,27.8991,18.5912,27.8856,56.265444,22.505962,5.836706,22.227672,5.715452
2015-02-15,234.825,-8.7424,0.0325,8.9e-05,-17.4848,-26.2272,-17.493,-26.2407,51.346497,18.570842,4.305903,18.339394,4.215676
2015-02-16,233.843,-0.4182,0.0326,8.9e-05,-0.8364,-1.2545,-0.8445,-1.2681,51.131776,18.415523,4.251883,18.184512,4.162217
2015-02-17,243.61,4.1767,0.0326,8.9e-05,8.3535,12.5302,8.3453,12.5167,53.267413,19.953857,4.784653,19.702063,4.683187
2015-02-18,236.326,-2.99,0.0327,9e-05,-5.98,-8.9701,-5.9882,-8.9836,51.674705,18.760607,4.355466,18.52226,4.262468
2015-02-19,240.283,1.6744,0.0327,9e-05,3.3488,5.0231,3.3406,5.0096,52.539937,19.388856,4.574247,19.141014,4.476
2015-02-20,243.779,1.455,0.0328,9e-05,2.9099,4.3649,2.9017,4.3513,53.304368,19.953053,4.773907,19.696434,4.670765
2015-02-21,244.534,0.3097,0.0328,9e-05,0.6194,0.9291,0.6112,0.9156,53.469453,20.076643,4.818261,19.816826,4.713528
2015-02-22,235.977,-3.4993,0.0329,9e-05,-6.9986,-10.4979,-7.0068,-10.5115,51.598394,18.671557,4.312444,18.428304,4.218067
2015-02-23,238.892,1.2353,0.033,9e-05,2.4706,3.7059,2.4624,3.6923,52.235782,19.132852,4.472258,18.882082,4.373811
2015-02-24,238.735,-0.0657,0.033,9e-05,-0.1314,-0.1972,-0.1396,-0.2107,52.201453,19.107704,4.46344,18.855721,4.364595
2015-02-25,237.47,-0.5299,0.0331,9.1e-05,-1.0598,-1.5896,-1.0679,-1.6032,51.92485,18.905209,4.392488,18.654356,4.294623
2015-02-26,236.426,-0.4396,0.0331,9.1e-05,-0.8793,-1.3189,-0.8874,-1.3325,51.696569,18.738981,4.334555,18.488808,4.237399
2015-02-27,253.828,7.3604,0.0332,9.1e-05,14.7209,22.0813,14.7127,22.0678,55.501667,21.497526,5.291683,21.209015,5.172499
2015-02-28,254.263,0.1714,0.0332,9.1e-05,0.3427,0.5141,0.3346,0.5006,55.596783,21.571209,5.318889,21.279975,5.198391
2015-03-01,260.202,2.3358,0.0333,9.1e-05,4.6715,7.0073,4.6634,6.9938,56.895395,22.578916,5.691599,22.272338,5.561954
2015-03-02,275.67,5.9446,0.0333,9.1e-05,11.8892,17.8339,11.8811,17.8203,60.27761,25.263377,6.706631,24.918529,6.553111
2015-03-03,281.702,2.1881,0.0334,9.1e-05,4.3762,6.5644,4.3681,6.5508,61.596555,26.368961,7.146878,26.006985,6.982392
2015-03-04,273.092,-3.0564,0.0335,9.2e-05,-6.1128,-9.1692,-6.121,-9.1828,59.713907,24.757071,6.491563,24.415096,6.341213
2015-03-05,276.178,1.13,0.0335,9.2e-05,2.26,3.3901,2.2519,3.3765,60.388687,25.316591,6.711631,24.964892,6.555325
2015-03-06,272.723,-1.251,0.0336,9.2e-05,-2.502,-3.753,-2.5102,-3.7666,59.633218,24.683165,6.459741,24.338224,6.308413
2015-03-07,276.261,1.2973,0.0336,9.2e-05,2.5946,3.8919,2.5864,3.8783,60.406831,25.323587,6.711145,24.967707,6.553072
2015-03-08,274.354,-0.6903,0.0337,9.2e-05,-1.3806,-2.0708,-1.3887,-2.0844,59.989853,24.973978,6.572168,24.620971,6.416479
2015-03-09,289.607,5.5596,0.0337,9.2e-05,11.1192,16.6788,11.111,16.6653,63.32505,27.750885,7.668327,27.356614,7.485802
2015-03-10,291.76,0.7434,0.0338,9.3e-05,1.4869,2.2303,1.4787,2.2167,63.795825,28.1635,7.839352,27.76113,7.651741
